Library,Compound,161,217,235,238,242,243,244
ChemBridge Microformat,5357887,--,--,--,0,--,--,--
ChemBridge Microformat,6060217,--,--,--,0,--,--,--
ChemBridge Microformat,5224381,--,--,--,0,--,--,--
ChemBridge Microformat,5114549,--,--,--,0,--,--,--
ChemBridge Microformat,5226525,--,--,--,0,--,--,--
ChemBridge Microformat,5228835,--,--,--,0,--,--,--
ChemBridge Microformat,5221519,--,--,--,0,--,--,--
ChemBridge Microformat,5221709,--,--,--,0,--,--,--
ChemBridge Microformat,5223533,--,--,--,0,--,--,--
ChemBridge Microformat,5223967,--,--,--,0,--,--,--
ChemBridge Microformat,5229679,--,--,--,0,--,--,--
ChemBridge Microformat,6050454,--,--,--,0,--,--,--
ChemBridge Microformat,6132919,--,--,--,0,--,--,--
ChemBridge Microformat,6059903,--,--,--,0,--,--,--
ChemBridge Microformat,6050702,--,--,--,0,--,--,--
ChemBridge Microformat,6059786,--,--,--,0,--,--,--
ChemBridge Microformat,6240764,--,--,--,0,--,--,--
ChemBridge Microformat,6240771,--,--,--,0,--,--,--
ChemBridge Microformat,6240772,--,--,--,0,--,--,--
ChemBridge Microformat,6240773,--,--,--,0,--,--,--
ChemBridge Microformat,6240758,--,--,--,0,--,--,--
ChemBridge Microformat,6050627,--,--,--,0,--,--,--
ChemBridge Microformat,6240761,--,--,--,0,--,--,--
ChemBridge Microformat,6240763,--,--,--,0,--,--,--
ChemBridge Microformat,5955275,--,--,--,0,--,--,--
ChemBridge Microformat,5955401,--,--,--,0,--,--,--
ChemBridge Microformat,5955210,--,--,--,0,--,--,--
ChemBridge Microformat,5114527,--,--,--,0,--,--,--
ChemBridge Microformat,6240774,--,--,--,0,--,--,--
ChemBridge Microformat,6240775,--,--,--,0,--,--,--
ChemBridge Microformat,5955535,--,--,--,0,--,--,--
ChemBridge Microformat,5955536,--,--,--,0,--,--,--
ChemBridge Microformat,6045960,--,--,--,0,--,--,--
ChemBridge Microformat,6045901,--,--,--,0,--,--,--
ChemBridge Microformat,5582103,--,--,--,0,--,--,--
ChemBridge Microformat,5582495,--,--,--,0,--,--,--
ChemBridge Microformat,6045740,--,--,--,0,--,--,--
ChemBridge Microformat,6045657,--,--,--,0,--,--,--
ChemBridge Microformat,5581922,--,--,--,0,--,--,--
ChemBridge Microformat,6045643,--,--,--,0,--,--,--
ChemBridge Microformat,5581023,--,--,--,0,--,--,--
ChemBridge Microformat,6045861,--,--,--,0,--,--,--
ChemBridge Microformat,5581146,--,--,--,0,--,--,--
ChemBridge Microformat,5581503,--,--,--,0,--,--,--
ChemBridge Microformat,6142900,--,--,--,0,--,--,--
ChemBridge Microformat,5856995,--,--,--,0,--,--,--
ChemBridge Microformat,5857215,--,--,--,0,--,--,--
ChemBridge Microformat,5857678,--,--,--,0,--,--,--
ChemBridge Microformat,5855979,--,--,--,0,--,--,--
ChemBridge Microformat,6066195,--,--,--,0,--,--,--
ChemBridge Microformat,6142978,--,--,--,0,--,--,--
ChemBridge Microformat,6165874,--,--,--,0,--,--,--
ChemBridge Microformat,6142958,--,--,--,0,--,--,--
ChemBridge Microformat,6165843,--,--,--,0,--,--,--
ChemBridge Microformat,5856527,--,--,--,0,--,--,--
ChemBridge Microformat,6165895,--,--,--,0,--,--,--
ChemBridge Microformat,6161827,--,--,--,0,--,--,--
ChemBridge Microformat,6161783,--,--,--,0,--,--,--
ChemBridge Microformat,6165500,--,--,--,0,--,--,--
ChemBridge Microformat,6217354,--,--,--,0,--,--,--
ChemBridge Microformat,6165835,--,--,--,0,--,--,--
ChemBridge Microformat,6161664,--,--,--,0,--,--,--
ChemBridge Microformat,5347952,--,--,--,0,--,--,--
ChemBridge Microformat,5131316,--,--,--,0,--,--,--
ChemBridge Microformat,5618368,--,--,--,0,--,--,--
ChemBridge Microformat,6065778,--,--,--,0,--,--,--
ChemBridge Microformat,6065783,--,--,--,0,--,--,--
ChemBridge Microformat,6238593,--,--,--,0,--,--,--
ChemBridge Microformat,6238589,--,--,--,1,--,--,--
ChemBridge Microformat,6238585,--,--,--,0,--,--,--
ChemBridge Microformat,6238582,--,--,--,0,--,--,--
ChemBridge Microformat,6238608,--,--,--,0,--,--,--
ChemBridge Microformat,6238604,--,--,--,0,--,--,--
ChemBridge Microformat,6190805,--,--,--,0,--,--,--
ChemBridge Microformat,6238594,--,--,--,0,--,--,--
ChemBridge Microformat,6190654,--,--,--,0,--,--,--
ChemBridge Microformat,6190645,--,--,--,0,--,--,--
ChemBridge Microformat,6238620,--,--,--,0,--,--,--
ChemBridge Microformat,6238616,--,--,--,0,--,--,--
ChemBridge Microformat,6190342,--,--,--,0,--,--,--
ChemBridge Microformat,6190244,--,--,--,0,--,--,--
ChemBridge Microformat,6190204,--,--,--,0,--,--,--
ChemBridge Microformat,6065916,--,--,--,0,--,--,--
ChemBridge Microformat,5618813,--,--,--,0,--,--,--
ChemBridge Microformat,6065973,--,--,--,0,--,--,--
ChemBridge Microformat,5792670,--,--,--,0,--,--,--
ChemBridge Microformat,5792640,--,--,--,0,--,--,--
ChemBridge Microformat,5792107,--,--,--,0,--,--,--
ChemBridge Microformat,5791821,--,--,--,0,--,--,--
ChemBridge Microformat,5792600,--,--,--,0,--,--,--
ChemBridge Microformat,5792368,--,--,--,0,--,--,--
ChemBridge Microformat,5791736,--,--,--,0,--,--,--
ChemBridge Microformat,5791730,--,--,--,0,--,--,--
ChemBridge Microformat,5791749,--,--,--,0,--,--,--
ChemBridge Microformat,5791748,--,--,--,0,--,--,--
ChemBridge Microformat,5130959,--,--,--,0,--,--,--
ChemBridge Microformat,5904042,--,--,--,0,--,--,--
ChemBridge Microformat,6016609,--,--,--,0,--,--,--
ChemBridge Microformat,5894016,--,--,--,0,--,--,--
ChemBridge Microformat,5893913,--,--,--,0,--,--,--
ChemBridge Microformat,5894105,--,--,--,0,--,--,--
ChemBridge Microformat,5894092,--,--,--,0,--,--,--
ChemBridge Microformat,5894601,--,--,--,0,--,--,--
ChemBridge Microformat,5894600,--,--,--,0,--,--,--
ChemBridge Microformat,5894838,--,--,--,0,--,--,--
ChemBridge Microformat,5894815,--,--,--,0,--,--,--
ChemBridge Microformat,5895012,--,--,--,0,--,--,--
ChemBridge Microformat,5894958,--,--,--,0,--,--,--
ChemBridge Microformat,5904809,--,--,--,0,--,--,--
ChemBridge Microformat,5632516,--,--,--,0,--,--,--
ChemBridge Microformat,5632579,--,--,--,0,--,--,--
ChemBridge Microformat,5682767,--,--,--,0,--,--,--
ChemBridge Microformat,5685257,--,--,--,0,--,--,--
ChemBridge Microformat,5682457,--,--,--,0,--,--,--
ChemBridge Microformat,5682633,--,--,--,0,--,--,--
ChemBridge Microformat,5632052,--,--,--,0,--,--,--
ChemBridge Microformat,5682755,--,--,--,0,--,--,--
ChemBridge Microformat,5681888,--,--,--,0,--,--,--
ChemBridge Microformat,5632429,--,--,--,0,--,--,--
ChemBridge Microformat,5632244,--,--,--,0,--,--,--
ChemBridge Microformat,5682257,--,--,--,0,--,--,--
ChemBridge Microformat,5320396,--,--,--,2,--,--,--
ChemBridge Microformat,5319522,--,--,--,0,--,--,--
ChemBridge Microformat,5566778,--,--,--,0,--,--,--
ChemBridge Microformat,5566771,--,--,--,0,--,--,--
ChemBridge Microformat,5317037,--,--,--,0,--,--,--
ChemBridge Microformat,5565921,--,--,--,0,--,--,--
ChemBridge Microformat,5317693,--,--,--,0,--,--,--
ChemBridge Microformat,5565816,--,--,--,0,--,--,--
ChemBridge Microformat,5566189,--,--,--,0,--,--,--
ChemBridge Microformat,5317704,--,--,--,0,--,--,--
ChemBridge Microformat,5318886,--,--,--,0,--,--,--
ChemBridge Microformat,5565939,--,--,--,0,--,--,--
ChemBridge Microformat,6148777,--,--,--,0,--,--,--
ChemBridge Microformat,6148797,--,--,--,0,--,--,--
ChemBridge Microformat,5914771,--,--,--,0,--,--,--
ChemBridge Microformat,5914549,--,--,--,0,--,--,--
ChemBridge Microformat,5914030,--,--,--,0,--,--,--
ChemBridge Microformat,5913896,--,--,--,0,--,--,--
ChemBridge Microformat,5913895,--,--,--,0,--,--,--
ChemBridge Microformat,6148672,--,--,--,0,--,--,--
ChemBridge Microformat,5914432,--,--,--,0,--,--,--
ChemBridge Microformat,6148724,--,--,--,0,--,--,--
ChemBridge Microformat,5914317,--,--,--,0,--,--,--
ChemBridge Microformat,5914158,--,--,--,0,--,--,--
ChemBridge Microformat,5118993,--,--,--,0,--,--,--
ChemBridge Microformat,5119053,--,--,--,0,--,--,--
ChemBridge Microformat,5118867,--,--,--,0,--,--,--
ChemBridge Microformat,5118978,--,--,--,0,--,--,--
ChemBridge Microformat,5118457,--,--,--,0,--,--,--
ChemBridge Microformat,5118533,--,--,--,0,--,--,--
ChemBridge Microformat,5118419,--,--,--,0,--,--,--
ChemBridge Microformat,5118423,--,--,--,0,--,--,--
ChemBridge Microformat,5119064,--,--,--,0,--,--,--
ChemBridge Microformat,5119103,--,--,--,0,--,--,--
ChemBridge Microformat,6094072,--,--,--,0,--,--,--
ChemBridge Microformat,6093996,--,--,--,0,--,--,--
ChemBridge Microformat,6093895,--,--,--,0,--,--,--
ChemBridge Microformat,6093891,--,--,--,0,--,--,--
ChemBridge Microformat,6093890,--,--,--,0,--,--,--
ChemBridge Microformat,6093834,--,--,--,0,--,--,--
ChemBridge Microformat,6093685,--,--,--,0,--,--,--
ChemBridge Microformat,6093655,--,--,--,0,--,--,--
ChemBridge Microformat,6094324,--,--,--,0,--,--,--
ChemBridge Microformat,6094140,--,--,--,0,--,--,--
ChemBridge Microformat,5131128,--,--,--,0,--,--,--
ChemBridge Microformat,5363592,--,--,--,0,--,--,--
ChemBridge Microformat,6064387,--,--,--,0,--,--,--
ChemBridge Microformat,5363882,--,--,--,0,--,--,--
ChemBridge Microformat,6054304,--,--,--,0,--,--,--
ChemBridge Microformat,6054311,--,--,--,0,--,--,--
ChemBridge Microformat,6064031,--,--,--,0,--,--,--
ChemBridge Microformat,6054363,--,--,--,0,--,--,--
ChemBridge Microformat,5362765,--,--,--,0,--,--,--
ChemBridge Microformat,6215886,--,--,--,0,--,--,--
ChemBridge Microformat,6054418,--,--,--,0,--,--,--
ChemBridge Microformat,6216013,--,--,--,0,--,--,--
ChemBridge Microformat,6216102,--,--,--,0,--,--,--
ChemBridge Microformat,5364340,--,--,--,0,--,--,--
ChemBridge Microformat,6064505,--,--,--,0,--,--,--
ChemBridge Microformat,6216344,--,--,--,0,--,--,--
ChemBridge Microformat,6216491,--,--,--,0,--,--,--
ChemBridge Microformat,5934493,--,--,--,0,--,--,--
ChemBridge Microformat,5934450,--,--,--,0,--,--,--
ChemBridge Microformat,5934319,--,--,--,0,--,--,--
ChemBridge Microformat,5934228,--,--,--,0,--,--,--
ChemBridge Microformat,5934135,--,--,--,0,--,--,--
ChemBridge Microformat,5934058,--,--,--,0,--,--,--
ChemBridge Microformat,5934038,--,--,--,0,--,--,--
ChemBridge Microformat,5933658,--,--,--,0,--,--,--
ChemBridge Microformat,5740700,--,--,--,0,--,--,--
ChemBridge Microformat,5933391,--,--,--,0,--,--,--
ChemBridge Microformat,6084045,--,--,--,0,--,--,--
ChemBridge Microformat,5746701,--,--,--,0,--,--,--
ChemBridge Microformat,6084387,--,--,--,0,--,--,--
ChemBridge Microformat,6084570,--,--,--,0,--,--,--
ChemBridge Microformat,6083836,--,--,--,0,--,--,--
ChemBridge Microformat,6083924,--,--,--,0,--,--,--
ChemBridge Microformat,6083967,--,--,--,0,--,--,--
ChemBridge Microformat,6083988,--,--,--,0,--,--,--
ChemBridge Microformat,5142512,--,--,--,0,--,--,--
ChemBridge Microformat,5279582,--,--,--,0,--,--,--
ChemBridge Microformat,6032438,--,--,--,0,--,--,--
ChemBridge Microformat,5142529,--,--,--,0,--,--,--
ChemBridge Microformat,5600784,--,--,--,0,--,--,--
ChemBridge Microformat,5600536,--,--,--,0,--,--,--
ChemBridge Microformat,5600449,--,--,--,0,--,--,--
ChemBridge Microformat,5600417,--,--,--,0,--,--,--
ChemBridge Microformat,5600357,--,--,--,0,--,--,--
ChemBridge Microformat,5588019,--,--,--,0,--,--,--
ChemBridge Microformat,5588005,--,--,--,0,--,--,--
ChemBridge Microformat,5587873,--,--,--,0,--,--,--
ChemBridge Microformat,5272305,--,--,--,0,--,--,--
ChemBridge Microformat,5601986,--,--,--,0,--,--,--
ChemBridge Microformat,5142607,--,--,--,0,--,--,--
ChemBridge Microformat,6160037,--,--,--,0,--,--,--
ChemBridge Microformat,5142724,--,--,--,0,--,--,--
ChemBridge Microformat,5142677,--,--,--,0,--,--,--
ChemBridge Microformat,5131057,--,--,--,0,--,--,--
ChemBridge Microformat,6136478,--,--,--,0,--,--,--
ChemBridge Microformat,5741077,--,--,--,0,--,--,--
ChemBridge Microformat,6032314,--,--,--,0,--,--,--
ChemBridge Microformat,6185905,--,--,--,0,--,--,--
ChemBridge Microformat,5772691,--,--,--,0,--,--,--
ChemBridge Microformat,6033096,--,--,--,0,--,--,--
ChemBridge Microformat,6185919,--,--,--,0,--,--,--
ChemBridge Microformat,6165955,--,--,--,0,--,--,--
ChemBridge Microformat,6165983,--,--,--,0,--,--,--
ChemBridge Microformat,6166000,--,--,--,0,--,--,--
ChemBridge Microformat,6166035,--,--,--,0,--,--,--
ChemBridge Microformat,6166051,--,--,--,0,--,--,--
ChemBridge Microformat,6166167,--,--,--,0,--,--,--
ChemBridge Microformat,6166182,--,--,--,0,--,--,--
ChemBridge Microformat,6166380,--,--,--,0,--,--,--
ChemBridge Microformat,6166443,--,--,--,0,--,--,--
ChemBridge Microformat,6166444,--,--,--,0,--,--,--
ChemBridge Microformat,5191115,--,--,--,0,--,--,--
ChemBridge Microformat,6033022,--,--,--,0,--,--,--
ChemBridge Microformat,5191802,--,--,--,0,--,--,--
ChemBridge Microformat,6014204,--,--,--,0,--,--,--
ChemBridge Microformat,5105785,--,--,--,0,--,--,--
ChemBridge Microformat,5404004,--,--,--,0,--,--,--
ChemBridge Microformat,6136339,--,--,--,0,--,--,--
ChemBridge Microformat,5404047,--,--,--,0,--,--,--
ChemBridge Microformat,6033013,--,--,--,0,--,--,--
ChemBridge Microformat,5105719,--,--,--,0,--,--,--
ChemBridge Microformat,6113150,--,--,--,0,--,--,--
ChemBridge Microformat,6113269,--,--,--,0,--,--,--
ChemBridge Microformat,5200824,--,--,--,0,--,--,--
ChemBridge Microformat,6112832,--,--,--,0,--,--,--
ChemBridge Microformat,6112900,--,--,--,0,--,--,--
ChemBridge Microformat,6112747,--,--,--,0,--,--,--
ChemBridge Microformat,6112819,--,--,--,0,--,--,--
ChemBridge Microformat,6113089,--,--,--,0,--,--,--
ChemBridge Microformat,6113090,--,--,--,0,--,--,--
ChemBridge Microformat,6112953,--,--,--,0,--,--,--
ChemBridge Microformat,6113068,--,--,--,0,--,--,--
ChemBridge Microformat,5405911,--,--,--,0,--,--,--
ChemBridge Microformat,6178352,--,--,--,0,--,--,--
ChemBridge Microformat,6178358,--,--,--,0,--,--,--
ChemBridge Microformat,6178268,--,--,--,0,--,--,--
ChemBridge Microformat,5105259,--,--,--,0,--,--,--
ChemBridge Microformat,6178287,--,--,--,0,--,--,--
ChemBridge Microformat,6178341,--,--,--,0,--,--,--
ChemBridge Microformat,6177607,--,--,--,0,--,--,--
ChemBridge Microformat,6177824,--,--,--,0,--,--,--
ChemBridge Microformat,6177958,--,--,--,0,--,--,--
ChemBridge Microformat,6013894,--,--,--,0,--,--,--
ChemBridge Microformat,6013946,--,--,--,0,--,--,--
ChemBridge Microformat,6013924,--,--,--,0,--,--,--
ChemBridge Microformat,6046731,--,--,--,0,--,--,--
ChemBridge Microformat,6046716,--,--,--,0,--,--,--
ChemBridge Microformat,5607859,--,--,--,0,--,--,--
ChemBridge Microformat,6137656,--,--,--,0,--,--,--
ChemBridge Microformat,5722629,--,--,--,0,--,--,--
ChemBridge Microformat,5607860,--,--,--,0,--,--,--
ChemBridge Microformat,6046682,--,--,--,0,--,--,--
ChemBridge Microformat,6034861,--,--,--,0,--,--,--
ChemBridge Microformat,5107951,--,--,--,0,--,--,--
ChemBridge Microformat,5607573,--,--,--,0,--,--,--
ChemBridge Microformat,6137681,--,--,--,0,--,--,--
ChemBridge Microformat,5866019,--,--,--,0,--,--,--
ChemBridge Microformat,5866052,--,--,--,0,--,--,--
ChemBridge Microformat,5866063,--,--,--,0,--,--,--
ChemBridge Microformat,5814338,--,--,--,0,--,--,--
ChemBridge Microformat,6139892,--,--,--,0,--,--,--
ChemBridge Microformat,5815620,--,--,--,0,--,--,--
ChemBridge Microformat,5815228,--,--,--,0,--,--,--
ChemBridge Microformat,6136492,--,--,--,0,--,--,--
ChemBridge Microformat,6136485,--,--,--,0,--,--,--
ChemBridge Microformat,5867166,--,--,--,0,--,--,--
ChemBridge Microformat,6136473,--,--,--,0,--,--,--
ChemBridge Microformat,6136402,--,--,--,1,--,--,--
ChemBridge Microformat,6136353,--,--,--,0,--,--,--
ChemBridge Microformat,5971966,--,--,--,0,--,--,--
ChemBridge Microformat,6136327,--,--,--,0,--,--,--
ChemBridge Microformat,6136272,--,--,--,0,--,--,--
ChemBridge Microformat,5730519,--,--,--,0,--,--,--
ChemBridge Microformat,5730499,--,--,--,0,--,--,--
ChemBridge Microformat,5730738,--,--,--,0,--,--,--
ChemBridge Microformat,5730609,--,--,--,1,--,--,--
ChemBridge Microformat,5744291,--,--,--,0,--,--,--
ChemBridge Microformat,5730742,--,--,--,0,--,--,--
ChemBridge Microformat,5730874,--,--,--,0,--,--,--
ChemBridge Microformat,5668493,--,--,--,0,--,--,--
ChemBridge Microformat,5743369,--,--,--,0,--,--,--
ChemBridge Microformat,5730972,--,--,--,0,--,--,--
ChemBridge Microformat,5667993,--,--,--,0,--,--,--
ChemBridge Microformat,5667910,--,--,--,0,--,--,--
ChemBridge Microformat,5743046,--,--,--,0,--,--,--
ChemBridge Microformat,5743017,--,--,--,0,--,--,--
ChemBridge Microformat,5743163,--,--,--,0,--,--,--
ChemBridge Microformat,5667752,--,--,--,0,--,--,--
ChemBridge Microformat,6136070,--,--,--,0,--,--,--
ChemBridge Microformat,6229771,--,--,--,0,--,--,--
ChemBridge Microformat,6229762,--,--,--,0,--,--,--
ChemBridge Microformat,6140218,--,--,--,0,--,--,--
ChemBridge Microformat,6229591,--,--,--,0,--,--,--
ChemBridge Microformat,6229546,--,--,--,0,--,--,--
ChemBridge Microformat,6229736,--,--,--,0,--,--,--
ChemBridge Microformat,6229730,--,--,--,0,--,--,--
ChemBridge Microformat,6229258,--,--,--,0,--,--,--
ChemBridge Microformat,6140107,--,--,--,0,--,--,--
ChemBridge Microformat,6229543,--,--,--,0,--,--,--
ChemBridge Microformat,6229387,--,--,--,0,--,--,--
ChemBridge Microformat,5537537,--,--,--,0,--,--,--
ChemBridge Microformat,5537607,--,--,--,0,--,--,--
ChemBridge Microformat,5536305,--,--,--,0,--,--,--
ChemBridge Microformat,5867605,--,--,--,0,--,--,--
ChemBridge Microformat,5536088,--,--,--,0,--,--,--
ChemBridge Microformat,5536199,--,--,--,0,--,--,--
ChemBridge Microformat,5536978,--,--,--,0,--,--,--
ChemBridge Microformat,5537032,--,--,--,0,--,--,--
ChemBridge Microformat,5536582,--,--,--,0,--,--,--
ChemBridge Microformat,5536700,--,--,--,0,--,--,--
ChemBridge Microformat,6130753,--,--,--,1,--,--,--
ChemBridge Microformat,6130687,--,--,--,0,--,--,--
ChemBridge Microformat,5867881,--,--,--,0,--,--,--
ChemBridge Microformat,6130408,--,--,--,0,--,--,--
ChemBridge Microformat,6130400,--,--,--,0,--,--,--
ChemBridge Microformat,6130334,--,--,--,0,--,--,--
ChemBridge Microformat,6130303,--,--,--,0,--,--,--
ChemBridge Microformat,6130503,--,--,--,0,--,--,--
ChemBridge Microformat,6130493,--,--,--,0,--,--,--
ChemBridge Microformat,6130441,--,--,--,0,--,--,--
ChemBridge Microformat,6130429,--,--,--,0,--,--,--
ChemBridge Microformat,6071216,--,--,--,0,--,--,--
ChemBridge Microformat,6071345,--,--,--,0,--,--,--
ChemBridge Microformat,5848157,--,--,--,0,--,--,--
ChemBridge Microformat,6071089,--,--,--,0,--,--,--
ChemBridge Microformat,6071091,--,--,--,0,--,--,--
ChemBridge Microformat,6071104,--,--,--,0,--,--,--
ChemBridge Microformat,6071121,--,--,--,0,--,--,--
ChemBridge Microformat,6071131,--,--,--,0,--,--,--
ChemBridge Microformat,6071146,--,--,--,0,--,--,--
ChemBridge Microformat,6071212,--,--,--,0,--,--,--
ChemBridge Microformat,6071213,--,--,--,0,--,--,--
ChemBridge Microformat,6060484,--,--,--,1,--,--,--
ChemBridge Microformat,6060474,--,--,--,0,--,--,--
ChemBridge Microformat,6060362,--,--,--,0,--,--,--
ChemBridge Microformat,6060233,--,--,--,0,--,--,--
ChemBridge Microformat,6060523,--,--,--,0,--,--,--
ChemBridge Microformat,6060520,--,--,--,0,--,--,--
ChemBridge Microformat,6060518,--,--,--,0,--,--,--
ChemBridge Microformat,6060509,--,--,--,0,--,--,--
ChemBridge Microformat,6148154,--,--,--,0,--,--,--
ChemBridge Microformat,6060645,--,--,--,0,--,--,--
ChemBridge Microformat,6060573,--,--,--,0,--,--,--
ChemBridge Microformat,5905230,--,--,--,0,--,--,--
ChemBridge Microformat,5907101,--,--,--,0,--,--,--
ChemBridge Microformat,5905681,--,--,--,0,--,--,--
ChemBridge Microformat,6239786,--,--,--,0,--,--,--
ChemBridge Microformat,5730136,--,--,--,0,--,--,--
ChemBridge Microformat,6239804,--,--,--,0,--,--,--
ChemBridge Microformat,6239811,--,--,--,0,--,--,--
ChemBridge Microformat,6239769,--,--,--,0,--,--,--
ChemBridge Microformat,6239781,--,--,--,0,--,--,--
ChemBridge Microformat,6239782,--,--,--,0,--,--,--
ChemBridge Microformat,5730137,--,--,--,0,--,--,--
ChemBridge Microformat,6239814,--,--,--,0,--,--,--
ChemBridge Microformat,5669403,--,--,--,0,--,--,--
ChemBridge Microformat,5669440,--,--,--,0,--,--,--
ChemBridge Microformat,6077449,--,--,--,0,--,--,--
ChemBridge Microformat,6077446,--,--,--,0,--,--,--
ChemBridge Microformat,6017628,--,--,--,0,--,--,--
ChemBridge Microformat,6017627,--,--,--,0,--,--,--
ChemBridge Microformat,5729732,--,--,--,0,--,--,--
ChemBridge Microformat,6017470,--,--,--,0,--,--,--
ChemBridge Microformat,5309837,--,--,--,0,--,--,--
ChemBridge Microformat,6017399,--,--,--,0,--,--,--
ChemBridge Microformat,6017389,--,--,--,0,--,--,--
ChemBridge Microformat,6017617,--,--,--,0,--,--,--
ChemBridge Microformat,6017602,--,--,--,0,--,--,--
ChemBridge Microformat,6017596,--,--,--,0,--,--,--
ChemBridge Microformat,6017472,--,--,--,0,--,--,--
ChemBridge Microformat,6103118,--,--,--,0,--,--,--
ChemBridge Microformat,6103130,--,--,--,0,--,--,--
ChemBridge Microformat,6103071,--,--,--,0,--,--,--
ChemBridge Microformat,6103082,--,--,--,0,--,--,--
ChemBridge Microformat,6103065,--,--,--,0,--,--,--
ChemBridge Microformat,6103066,--,--,--,0,--,--,--
ChemBridge Microformat,6240864,--,--,--,0,--,--,--
ChemBridge Microformat,6240866,--,--,--,0,--,--,--
ChemBridge Microformat,6240854,--,--,--,0,--,--,--
ChemBridge Microformat,6240860,--,--,--,0,--,--,--
ChemBridge Microformat,6240838,--,--,--,0,--,--,--
ChemBridge Microformat,6240852,--,--,--,0,--,--,--
ChemBridge Microformat,6240821,--,--,--,0,--,--,--
ChemBridge Microformat,6240835,--,--,--,0,--,--,--
ChemBridge Microformat,6240811,--,--,--,0,--,--,--
ChemBridge Microformat,6240817,--,--,--,0,--,--,--
ChemBridge Microformat,6026410,--,--,--,0,--,--,--
ChemBridge Microformat,6026263,--,--,--,0,--,--,--
ChemBridge Microformat,6044999,--,--,--,0,--,--,--
ChemBridge Microformat,6044866,--,--,--,0,--,--,--
ChemBridge Microformat,6044686,--,--,--,0,--,--,--
ChemBridge Microformat,6025981,--,--,--,0,--,--,--
ChemBridge Microformat,6044719,--,--,--,0,--,--,--
ChemBridge Microformat,6044694,--,--,--,0,--,--,--
ChemBridge Microformat,6045082,--,--,--,0,--,--,--
ChemBridge Microformat,6045005,--,--,--,0,--,--,--
ChemBridge Microformat,6026594,--,--,--,0,--,--,--
ChemBridge Microformat,6026545,--,--,--,0,--,--,--
ChemBridge Microformat,5987613,--,--,--,0,--,--,--
ChemBridge Microformat,5987717,--,--,--,0,--,--,--
ChemBridge Microformat,5987830,--,--,--,0,--,--,--
ChemBridge Microformat,5987999,--,--,--,0,--,--,--
ChemBridge Microformat,5988008,--,--,--,0,--,--,--
ChemBridge Microformat,5988031,--,--,--,0,--,--,--
ChemBridge Microformat,5988115,--,--,--,0,--,--,--
ChemBridge Microformat,5988163,--,--,--,0,--,--,--
ChemBridge Microformat,5988232,--,--,--,1,--,--,--
ChemBridge Microformat,5988254,--,--,--,0,--,--,--
ChemBridge Microformat,6135382,--,--,--,0,--,--,--
ChemBridge Microformat,5357024,--,--,--,0,--,--,--
ChemBridge Microformat,5926505,--,--,--,0,--,--,--
ChemBridge Microformat,5926517,--,--,--,0,--,--,--
ChemBridge Microformat,5926651,--,--,--,0,--,--,--
ChemBridge Microformat,5926652,--,--,--,0,--,--,--
ChemBridge Microformat,5926324,--,--,--,0,--,--,--
ChemBridge Microformat,5926330,--,--,--,0,--,--,--
ChemBridge Microformat,5926435,--,--,--,0,--,--,--
ChemBridge Microformat,5926465,--,--,--,0,--,--,--
ChemBridge Microformat,5926661,--,--,--,0,--,--,--
ChemBridge Microformat,5926681,--,--,--,0,--,--,--
ChemBridge Microformat,6189727,--,--,--,0,--,--,--
ChemBridge Microformat,6189721,--,--,--,0,--,--,--
ChemBridge Microformat,6189292,--,--,--,0,--,--,--
ChemBridge Microformat,6189289,--,--,--,0,--,--,--
ChemBridge Microformat,6189435,--,--,--,0,--,--,--
ChemBridge Microformat,6189431,--,--,--,0,--,--,--
ChemBridge Microformat,6189586,--,--,--,0,--,--,--
ChemBridge Microformat,6189521,--,--,--,0,--,--,--
ChemBridge Microformat,6189703,--,--,--,0,--,--,--
ChemBridge Microformat,6189633,--,--,--,0,--,--,--
ChemBridge Microformat,5690420,--,--,--,0,--,--,--
ChemBridge Microformat,5690578,--,--,--,0,--,--,--
ChemBridge Microformat,5689801,--,--,--,0,--,--,--
ChemBridge Microformat,5690319,--,--,--,0,--,--,--
ChemBridge Microformat,5688565,--,--,--,0,--,--,--
ChemBridge Microformat,5689686,--,--,--,0,--,--,--
ChemBridge Microformat,5687954,--,--,--,0,--,--,--
ChemBridge Microformat,5688541,--,--,--,0,--,--,--
ChemBridge Microformat,5690655,--,--,--,0,--,--,--
ChemBridge Microformat,5690692,--,--,--,0,--,--,--
ChemBridge Microformat,6156705,--,--,--,0,--,--,--
ChemBridge Microformat,6156678,--,--,--,0,--,--,--
ChemBridge Microformat,6156672,--,--,--,0,--,--,--
ChemBridge Microformat,6156665,--,--,--,0,--,--,--
ChemBridge Microformat,6156640,--,--,--,0,--,--,--
ChemBridge Microformat,6156609,--,--,--,0,--,--,--
ChemBridge Microformat,6156521,--,--,--,0,--,--,--
ChemBridge Microformat,6156508,--,--,--,0,--,--,--
ChemBridge Microformat,6156751,--,--,--,0,--,--,--
ChemBridge Microformat,6060810,--,--,--,0,--,--,--
ChemBridge Microformat,6147929,--,--,--,0,--,--,--
ChemBridge Microformat,6147934,--,--,--,0,--,--,--
ChemBridge Microformat,5848142,--,--,--,0,--,--,--
ChemBridge Microformat,5847892,--,--,--,0,--,--,--
ChemBridge Microformat,5847828,--,--,--,0,--,--,--
ChemBridge Microformat,5847497,--,--,--,0,--,--,--
ChemBridge Microformat,5847422,--,--,--,0,--,--,--
