JBS lab ID	T1 ID	T2 ID	HY T2 plant ID	Gene-ration	Batch ID	T-DNA insertion		Date harvested	Location stored	Date sown	Notes	
						Homo/Hetero	No. of insertions					
25	14	14	25-14-14	T3	1	Hetero		06/21/06			
25	14	15	25-14-15	T3	1	Hetero		06/21/06			
25	14	16	25-14-16	T3	1	Hetero		06/21/06			
25	14	17	25-14-17	T3	1	Hetero		06/21/06			
25	14	18	25-14-18	T3	1	Hetero		06/21/06			
25	14	19	25-14-19	T3	1	Hetero		06/21/06			
25	14	20	25-14-20	T3	1	Hetero		06/21/06			
25	14	21		T3	1			06/21/06			
25	14	22		T3	1			06/21/06			
25	14	23		T3	1			06/21/06			
25	14	24		T3	1			06/21/06			
25	17	01	25-17-1	T3	1	Hetero		04/25/06			
25	17	02		T3	1	Hetero		04/25/06			
25	17	03		T3	1	Hetero		04/25/06			
25	17	04		T3	1	Hetero		04/25/06			
25	17	05		T3	1	Hetero		04/25/06			
25	17	06		T3	1	Homo		04/25/06			
25	17	07		T3	1	Hetero		04/25/06			
25	17	08		T3	1	Hetero		04/25/06			
25	17	09		T3	1	Hetero		04/25/06			
25	17	10		T3	1	Homo		04/25/06			
25	17	11		T3	1			04/25/06			
25	17	12		T3	1			04/25/06			
25	17	13		T3	1			04/25/06			
25	17	14		T3	1			04/25/06			
25	17	15		T3	1			04/25/06			
25	17	16		T3	1			04/25/06			
25	17	17		T3	1			04/25/06			
25	17	18		T3	1			04/25/06			
25	17	19		T3	1			04/25/06			
25	17	20		T3	1			04/25/06			
25	17	21		T3	1			04/25/06			
26	01	01	26-1-1	T3	1			04/04/06			
26	01	02		T3	1			04/04/06	"Box1, RT"		
26	01	04		T3	1			04/04/06	"Box1, RT"		
26	01	06		T3	1			04/04/06	"Box1, RT"		
26	01	07		T3	1			04/04/06	"Box1, RT"		
26	01	08		T3	1			04/04/06	"Box1, RT"		
26	01	09		T3	1			04/04/06	"Box1, RT"		
26	01	10		T3	1			04/04/06	"Box1, RT"		
26	01	11		T3	1			04/04/06	"Box1, RT"		
26	01	12		T3	1			04/04/06	"Box1, RT"		
26	01	13		T3	1			04/04/06	"Box1, RT"		
26	01	14		T3	1			04/04/06	"Box1, RT"		
26	01	15		T3	1			04/04/06	"Box1, RT"		
26	01	16		T3	1			04/04/06	"Box1, RT"		
26	01	17		T3	1			04/04/06	"Box1, RT"		
26	01	18		T3	1			04/04/06	"Box1, RT"		
26	01	19		T3	1			04/04/06	"Box1, RT"		
26	01	21		T3	1			04/04/06	"Box1, RT"		
26	01	22		T3	1			04/04/06	"Box1, RT"		
26	01	23		T3	1			04/04/06	"Box1, RT"		
26	01	25		T3	1			04/04/06	"Box1, RT"		
26	01	26		T3	1			04/04/06	"Box1, RT"		
26	01	27		T3	1			04/04/06	"Box1, RT"		
26	01	28		T3	1			04/04/06	"Box1, RT"		
26	01	29		T3	1			04/04/06	"Box1, RT"		
26	01	30		T3	1			04/04/06	"Box1, RT"		
26	01	31		T3	1			04/04/06	"Box1, RT"		
26	01	33		T3	1			04/04/06	"Box1, RT"		
26	01	34		T3	1			04/04/06	"Box1, RT"		
26	01	35		T3	1			04/04/06	"Box1, RT"		
26	01	36	26-1-36	T3	1			04/04/06	"Box1, RT"		
26	08	01	26-8-1	T3	1			03/29/06	"Box1, RT"		
26	08	02		T3	1			03/29/06	"Box1, RT"		
26	08	03		T3	1			03/29/06	"Box1, RT"		
26	08	04		T3	1			03/29/06	"Box1, RT"		
26	08	05		T3	1			03/29/06	"Box1, RT"		
26	08	06		T3	1			03/29/06	"Box1, RT"		
26	08	07		T3	1			03/29/06	"Box1, RT"		
26	08	08		T3	1			03/29/06	"Box1, RT"		
26	08	10		T3	1			03/29/06	"Box1, RT"		
26	08	11		T3	1			03/29/06	"Box1, RT"		
26	08	12		T3	1			03/29/06	"Box1, RT"		
26	08	13		T3	1			03/29/06	"Box1, RT"		
26	08	14		T3	1			03/29/06	"Box1, RT"		
26	08	15		T3	1			03/29/06	"Box1, RT"		
26	08	16		T3	1			03/29/06	"Box1, RT"		
26	08	17		T3	1			03/29/06	"Box1, RT"		
26	08	18		T3	1			03/29/06	"Box1, RT"		
26	08	19		T3	1			03/29/06	"Box1, RT"		
26	08	20		T3	1			03/29/06	"Box1, RT"		
26	08	21		T3	1			03/29/06	"Box1, RT"		
26	08	22		T3	1			03/29/06	"Box1, RT"		
26	08	23		T3	1			03/29/06	"Box1, RT"		
26	08	24		T3	1			03/29/06	"Box1, RT"		
26	08	25		T3	1			03/29/06	"Box1, RT"		
26	08	26		T3	1			03/29/06	"Box1, RT"		
26	08	27		T3	1			03/29/06	"Box1, RT"		
26	08	28		T3	1			03/29/06	"Box1, RT"		
26	08	29		T3	1			03/29/06	"Box1, RT"		
26	08	30		T3	1			03/29/06	"Box1, RT"		
26	08	31		T3	1			03/29/06	"Box1, RT"		
26	08	32		T3	1			03/29/06	"Box1, RT"		
26	08	33		T3	1			03/29/06	"Box1, RT"		
26	08	34		T3	1			03/29/06	"Box1, RT"		
26	08	36	26-8-36	T3	1			03/29/06	"Box1, RT"		
26	13	01	26-13-1	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
26	13	02	26-13-2	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
26	13	03	26-13-3	T3	1	all Kms		05/25/06	"Box1, RT"	May 06	only 8 KanS seedlings/plate
26	13	04	26-13-4	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
26	13	05	26-13-5	T3	1	all Kms		05/25/06	"Box1, RT"	May 06	only 8 KanS seedlings/plate
26	13	06	26-13-6	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
26	13	07	26-13-7	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
26	13	08	26-13-8	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
26	13	09	26-13-9	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
26	13	10	26-13-10	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
26	13	11	26-13-11	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
26	13	12	26-13-12	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
26	13	13		T3	1			05/25/06	"Box1, RT"		
26	13	14		T3	1			05/25/06	"Box1, RT"		
26	13	15		T3	1			05/25/06	"Box1, RT"		
26	13	16		T3	1			05/25/06	"Box1, RT"		
26	13	17		T3	1			05/25/06	"Box1, RT"		
26	13	18		T3	1			05/25/06	"Box1, RT"		
26	13	19		T3	1			05/25/06	"Box1, RT"		
26	13	20		T3	1			05/25/06	"Box1, RT"		
26	13	21		T3	1			05/25/06	"Box1, RT"		
26	13	22		T3	1			05/25/06	"Box1, RT"		
26	13	23		T3	1			05/25/06	"Box1, RT"		
26	13	24		T3	1			05/25/06	"Box1, RT"		
26	13	25		T3	1			05/25/06	"Box1, RT"		
26	13	26		T3	1			05/25/06	"Box1, RT"		
26	13	27		T3	1			05/25/06	"Box1, RT"		
26	13	28		T3	1			05/25/06	"Box1, RT"		
26	13	29		T3	1			05/25/06	"Box1, RT"		
26	13	30		T3	1			05/25/06	"Box1, RT"		
26	13	31		T3	1			05/25/06	"Box1, RT"		
26	21	01	26-21-1	T3	1	Hetero		05/25/06	"Box1, RT"		
26	21	02	26-21-2	T3	1	Hetero		05/25/06	"Box1, RT"		
26	21	03	26-21-3	T3	1	Hetero		05/25/06	"Box1, RT"		
26	21	04	26-21-4	T3	1	Hetero		05/25/06	"Box1, RT"		
26	21	05	26-21-5	T3	1	Hetero		05/25/06	"Box1, RT"		
26	21	06	26-21-6	T3	1	Hetero		05/25/06	"Box1, RT"		
26	21	07	26-21-7	T3	1	Hetero		05/25/06	"Box1, RT"		
26	21	08	26-21-8	T3	1	Homo		05/25/06	"Box1, RT"		
26	29	03	26-29-3	T3	1	Hetero		04/03/06	"Box1, RT"	Apr 06	
26	29	04	26-29-4	T3	1	Hetero		04/03/06	"Box1, RT"	Apr 06	
26	29	05	26-29-5	T3	1	Hetero		04/03/06	"Box1, RT"	Apr 06	
26	29	06	26-29-6	T3	1	Hetero		04/03/06	"Box1, RT"	Apr 06	
26	29	09	26-29-9	T3	1	Homo		04/03/06	"Box1, RT"	Apr 06	
26	29	10	26-29-10	T3	1	Hetero		04/03/06	"Box1, RT"	Apr 06	
26	29	11	26-29-11	T3	1	Hetero		04/03/06	"Box1, RT"	Apr 06	
26	29	13	26-29-13	T3	1	Hetero		04/03/06	"Box1, RT"	Apr 06	
26	29	14	26-29-14	T3	1			04/03/06	"Box1, RT"		5 seeds germinated 5/1/06
26	29	15	26-29-15	T3	1	Hetero		04/03/06	"Box1, RT"		
26	29	16	26-29-16	T3	1	Hetero		04/03/06	"Box1, RT"		
26	29	17	26-29-17	T3	1	Hetero		04/03/06	"Box1, RT"		
26	29	18	26-29-18	T3	1	Hetero		04/03/06	"Box1, RT"		
26	29	19	26-29-19	T3	1	Hetero		04/03/06	"Box1, RT"		
26	29	20	26-29-20	T3	1	Hetero		04/03/06	"Box1, RT"		
26	29	21	26-29-21	T3	1	Hetero		04/03/06	"Box1, RT"		
26	29	22	26-29-22	T3	1	Homo		04/03/06	"Box1, RT"	May 06	
26	29	23	26-29-23	T3	1	Hetero		04/03/06	"Box1, RT"	May 06	
26	29	24	26-29-24	T3	1	Hetero		04/03/06	"Box1, RT"	May 06	
26	29	25	26-29-25	T3	1	Hetero		04/03/06	"Box1, RT"	May 06	
26	29	26	26-29-26	T3	1	Hetero		04/03/06	"Box1, RT"	May 06	
26	29	27	26-29-27	T3	1	Hetero		04/03/06	"Box1, RT"	May 06	
26	29	28	26-29-28	T3	1	Hetero		04/03/06	"Box1, RT"	May 06	
26	29	29	26-29-29	T3	1	Hetero		04/03/06	"Box1, RT"	May 06	
26	29	36		T3	1			04/03/06	"Box1, RT"		
28	04	01	28-4-1	T3	1	Hetero		07/26/06		Aug 06	
28	04	02		T3	1	Hetero		07/26/06		Aug 06	
28	04	03		T3	1	Hetero		07/26/06		Aug 06	
28	04	04		T3	1	Hetero		07/26/06		Aug 06	
28	04	05		T3	1	Hetero		07/26/06		Aug 06	
28	04	06		T3	1	Hetero		07/26/06		Aug 06	
28	04	07		T3	1	Hetero		07/26/06		Aug 06	
28	04	08		T3	1	Hetero		07/26/06		Aug 06	
28	04	09		T3	1	Hetero		07/26/06		Aug 06	
28	04	10		T3	1	Hetero		07/26/06		Aug 06	
28	04	11		T3	1	Hetero		07/26/06			
28	04	12		T3	1	Hetero		07/26/06			
28	04	13		T3	1	Hetero		07/26/06			
28	04	14		T3	1	Hetero		07/26/06			
28	04	15		T3	1	Hetero		07/26/06			
28	04	16		T3	1	Hetero		07/26/06			
28	04	17		T3	1	Hetero		07/26/06			
28	04	18		T3	1	Hetero		07/26/06			
28	04	19		T3	1	Hetero		07/26/06			
28	04	20		T3	1	Hetero		07/26/06			
28	04	21		T3	1			07/26/06			
28	04	22		T3	1			07/26/06			
28	04	23		T3	1			07/26/06			
28	05	01	28-5-1	T3	1	Homo		07/25/06		Aug 06	
28	05	02		T3	1	Hetero		07/25/06		Aug 06	
28	05	03		T3	1	Hetero		07/25/06		Aug 06	
28	05	04		T3	1	Hetero		07/25/06		Aug 06	
28	05	05		T3	1	Hetero		07/25/06		Aug 06	
28	05	06		T3	1	Hetero		07/25/06		Aug 06	
28	05	07		T3	1	Hetero		07/25/06		Aug 06	
28	05	08		T3	1	Hetero		07/25/06		Aug 06	
28	05	09		T3	1	Hetero		07/25/06		Aug 06	
28	05	10		T3	1	Hetero		07/25/06		Aug 06	
28	05	11		T3	1			07/25/06			
28	05	12		T3	1			07/25/06			
28	05	13		T3	1			07/25/06			
28	05	14		T3	1			07/25/06			
28	05	15		T3	1			07/25/06			
28	06	01	28-6-1	T3	1	Hetero		07/24/06	"Box1, RT"	Aug 06	
28	06	02		T3	1	Hetero		07/24/06	"Box1, RT"	Aug 06	
28	06	03		T3	1	Hetero		07/24/06	"Box1, RT"	Aug 06	
28	06	04		T3	1	Hetero		07/24/06	"Box1, RT"	Aug 06	
28	06	05		T3	1	Hetero		07/24/06	"Box1, RT"	Aug 06	
28	06	06		T3	1	Hetero		07/24/06	"Box1, RT"	Aug 06	
28	06	07		T3	1	Hetero		07/24/06	"Box1, RT"	Aug 06	
28	06	08		T3	1	Homo		07/24/06	"Box1, RT"	Aug 06	
28	06	09		T3	1	Hetero		07/24/06	"Box1, RT"	Aug 06	
28	06	10		T3	1	Hetero		07/24/06	"Box1, RT"	Aug 06	
28	06	11		T3	1	Hetero		07/24/06	"Box1, RT"	Aug 06	
28	06	12		T3	1	Homo		07/24/06	"Box1, RT"	Aug 06	
28	06	13		T3	1			07/24/06	"Box1, RT"		
28	06	14		T3	1			07/24/06	"Box1, RT"		
28	06	15		T3	1			07/24/06	"Box1, RT"		
28	06	16		T3	1			07/24/06	"Box1, RT"		
28	06	17		T3	1			07/24/06	"Box1, RT"		
28	06	18		T3	1			07/24/06	"Box1, RT"		
28	06	19		T3	1			07/24/06	"Box1, RT"		
28	06	20		T3	1			07/24/06	"Box1, RT"		
28	06	21		T3	1			07/24/06	"Box1, RT"		
28	06	22		T3	1			07/24/06	"Box1, RT"		
28	06	23		T3	1			07/24/06	"Box1, RT"		
28	06	24		T3	1			07/24/06	"Box1, RT"		
28	06	25		T3	1			07/24/06	"Box1, RT"		
28	06	36	28-6-36	T3	1			07/24/06	"Box1, RT"		
29	07	01	29-7-1	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	02	29-7-2	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	03	29-7-3	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	05	29-7-5	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	07	29-7-7	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	08	29-7-8	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	09	29-7-9	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	10	29-7-10	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	11	29-7-11	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	12	29-7-12	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	13	29-7-13	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	14	29-7-14	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	15	29-7-15	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	16	29-7-16	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	17	29-7-17	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	19	29-7-19	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	20	29-7-20	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	21	29-7-21	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	22	29-7-22	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	23	29-7-23	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	24	29-7-24	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	25	29-7-25	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	26	29-7-26	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	27	29-7-27	T3	1	Homo		03/07/06	"Box1, RT"	Apr 06	
29	07	28	29-7-28	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	29	29-7-29	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	30	29-7-30	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	31	29-7-31	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	32	29-7-32	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	33	29-7-33	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	34	29-7-34	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	35	29-7-35	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	07	36	29-7-36	T3	1	Hetero		03/07/06	"Box1, RT"	Apr 06	
29	13	01		T3	1			03/17/06	"Box1, RT"		
29	13	02	29-13-2	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	03		T3	1			03/17/06	"Box1, RT"		
29	13	04	29-13-4	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	05		T3	1			03/17/06	"Box1, RT"		
29	13	06		T3	1			03/17/06	"Box1, RT"		
29	13	07	29-13-7	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	10	29-13-10	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	13	29-13-13	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	15		T3	1			03/17/06	"Box1, RT"		
29	13	17	29-13-17	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	18	29-13-19	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	20	29-13-20	T3	1	Homo		03/17/06	"Box1, RT"	Apr 06	
29	13	21	29-13-21	T3	1			03/17/06	"Box1, RT"	Apr 06	no germinating
29	13	22	29-13-22	T3	1	Homo		03/17/06	"Box1, RT"	Apr 06	
29	13	23	29-13-23	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	25	29-13-25	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	26	29-13-26	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	27	29-13-27	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	29	29-13-29	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	30	29-13-30	T3	1	Homo		03/17/06	"Box1, RT"	Apr 06	
29	13	31	29-13-31	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	33	29-13-33	T3	1			03/17/06	"Box1, RT"	Apr 06	non-germinating
29	13	34	29-13-34	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	35	29-13-35	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	13	36	29-13-36	T3	1	Hetero		03/17/06	"Box1, RT"	Apr 06	
29	16	02		T3	1			03/31/06	"Box1, RT"		
29	16	03		T3	1			03/31/06	"Box1, RT"		
29	16	05		T3	1			03/31/06	"Box1, RT"		
29	16	06		T3	1			03/31/06	"Box1, RT"		
29	16	07		T3	1			03/31/06	"Box1, RT"		
29	16	08		T3	1			03/31/06	"Box1, RT"		
29	16	09		T3	1			03/31/06	"Box1, RT"		
29	16	11		T3	1			03/31/06	"Box1, RT"		
29	16	13		T3	1			03/31/06	"Box1, RT"		
29	16	15		T3	1			03/31/06	"Box1, RT"		
29	16	17		T3	1			03/31/06	"Box1, RT"		
29	16	18		T3	1			03/31/06	"Box1, RT"		
29	16	19		T3	1			03/31/06	"Box1, RT"		
29	16	20		T3	1			03/31/06	"Box1, RT"		
29	16	21		T3	1			03/31/06	"Box1, RT"		
29	16	22		T3	1			03/31/06	"Box1, RT"		
29	16	23		T3	1			03/31/06	"Box1, RT"		
29	16	24		T3	1			03/31/06	"Box1, RT"		
29	16	26		T3	1			03/31/06	"Box1, RT"		
29	16	27		T3	1			03/31/06	"Box1, RT"		
29	16	29		T3	1			03/31/06	"Box1, RT"		
29	16	30		T3	1			03/31/06	"Box1, RT"		
29	16	31		T3	1			03/31/06	"Box1, RT"		
29	16	33		T3	1			03/31/06	"Box1, RT"		
29	16	35		T3	1			03/31/06	"Box1, RT"		
29	16	36		T3	1			03/31/06	"Box1, RT"		
31	05	01	31-5-1	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
31	05	02	31-5-2	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
31	05	03	31-5-3	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
31	05	04	31-5-4	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
31	05	05	31-5-5	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
31	05	06	31-5-6	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
31	05	07	31-5-7	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
31	05	08	31-5-8	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
31	05	09	31-5-9	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
31	05	10	31-5-10	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
31	05	11	31-5-11	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
31	05	12	31-5-12	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
31	05	13		T3	1			05/25/06	"Box1, RT"		
31	05	14		T3	1			05/25/06	"Box1, RT"		
31	05	15		T3	1			05/25/06	"Box1, RT"		
31	05	16		T3	1			05/25/06	"Box1, RT"		
31	05	17		T3	1			05/25/06	"Box1, RT"		
31	05	18		T3	1			05/25/06	"Box1, RT"		
31	05	19		T3	1			05/25/06	"Box1, RT"		
31	05	20		T3	1			05/25/06	"Box1, RT"		
31	05	21		T3	1			05/25/06	"Box1, RT"		
31	05	22		T3	1			05/25/06	"Box1, RT"		
31	05	23		T3	1			05/25/06	"Box1, RT"		
31	05	24		T3	1			05/25/06	"Box1, RT"		
31	05	25		T3	1			05/25/06	"Box1, RT"		
31	05	26		T3	1			05/25/06	"Box1, RT"		
31	05	27		T3	1			05/25/06	"Box1, RT"		
31	05	28		T3	1			05/25/06	"Box1, RT"		
31	05	29		T3	1			05/25/06	"Box1, RT"		
31	05	30		T3	1			05/25/06	"Box1, RT"		
31	05	31		T3	1			05/25/06	"Box1, RT"		
31	05	32		T3	1			05/25/06	"Box1, RT"		
31	05	33		T3	1			05/25/06	"Box1, RT"		
31	05	34		T3	1			05/25/06	"Box1, RT"		
31	05	35		T3	1			05/25/06	"Box1, RT"		
31	05	36		T3	1			05/25/06	"Box1, RT"		
31	18	01	31-18-1	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	02	31-18-2	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	03	31-18-3	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	04	31-18-4	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	05	31-18-5	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	06	31-18-6	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	07	31-18-7	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	08	31-18-8	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	09	31-18-9	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	10	31-18-10	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	11	31-18-11	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	12	31-18-12	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	13	31-18-13	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	14	31-18-14	T3	1	Homo		04/30/06	"Box1, RT"	May 06	
31	18	15	31-18-15	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	16	31-18-16	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	17	31-18-17	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	18	31-18-18	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	19	31-18-19	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	20	31-18-20	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	21	31-18-21	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	22	31-18-22	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	23	31-18-23	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
31	18	24	31-18-24	T3	1	Hetero		04/30/06	"Box1, RT"	May 06	
32	03	01	32-3-1	T3	1	Hetero		07/25/06	"Box1, RT"		
32	03	02		T3	1	Homo		07/25/06	"Box1, RT"		
32	03	03		T3	1	Homo		07/25/06	"Box1, RT"		
32	03	04		T3	1	Hetero		07/25/06	"Box1, RT"		
32	03	05		T3	1	Hetero		07/25/06	"Box1, RT"		
32	03	06		T3	1	Hetero		07/25/06	"Box1, RT"		
32	03	07		T3	1	Hetero		07/25/06	"Box1, RT"		
32	03	08		T3	1	Hetero		07/25/06	"Box1, RT"		
32	03	09		T3	1	Homo		07/25/06	"Box1, RT"		
32	03	10		T3	1	Homo		07/25/06	"Box1, RT"		
32	03	11		T3	1	Hetero		07/25/06	"Box1, RT"		
32	03	12		T3	1	Homo		07/25/06	"Box1, RT"		
32	03	13		T3	1			07/25/06	"Box1, RT"		
32	03	14		T3	1			07/25/06	"Box1, RT"		
32	03	15		T3	1			07/25/06	"Box1, RT"		
32	03	16		T3	1			07/25/06	"Box1, RT"		
32	03	17		T3	1			07/25/06	"Box1, RT"		
32	03	18		T3	1			07/25/06	"Box1, RT"		
32	03	19		T3	1			07/25/06	"Box1, RT"		
32	03	20		T3	1			07/25/06	"Box1, RT"		
32	03	21		T3	1			07/25/06	"Box1, RT"		
32	03	22		T3	1			07/25/06	"Box1, RT"		
32	03	23		T3	1			07/25/06	"Box1, RT"		
32	03	24		T3	1			07/25/06	"Box1, RT"		
32	03	25		T3	1			07/25/06	"Box1, RT"		
32	03	26		T3	1			07/25/06	"Box1, RT"		
32	03	27		T3	1			07/25/06	"Box1, RT"		
32	03	28		T3	1			07/25/06	"Box1, RT"		
32	03	29		T3	1			07/25/06	"Box1, RT"		
32	03	30		T3	1			07/25/06	"Box1, RT"		
32	03	31		T3	1			07/25/06	"Box1, RT"		
32	03	32		T3	1			07/25/06	"Box1, RT"		
32	03	33		T3	1			07/25/06	"Box1, RT"		
32	03	34		T3	1			07/25/06	"Box1, RT"		
32	03	35		T3	1			07/25/06	"Box1, RT"		
32	10	01	32-10-1	T3	1	Hetero		07/06/06			
32	10	02		T3	1	Hetero		07/06/06			
32	10	03		T3	1	Hetero		07/06/06			
32	10	04		T3	1	Hetero		07/06/06			
32	10	05		T3	1	Hetero		07/06/06			
32	10	06		T3	1	Hetero		07/06/06			
32	10	07		T3	1	Hetero		07/06/06			
32	10	08		T3	1	Hetero		07/06/06			
32	10	09		T3	1	Hetero		07/06/06			
32	10	10		T3	1	Hetero		07/06/06			
32	10	11		T3	1	Hetero		07/06/06			
32	10	12		T3	1	Hetero		07/06/06			
32	10	13		T3	1			07/06/06			
32	10	14		T3	1			07/06/06			
32	10	15		T3	1			07/06/06			
32	10	16		T3	1			07/06/06			
32	10	17		T3	1			07/06/06			
32	10	18		T3	1			07/06/06			
32	10	19		T3	1			07/06/06			
32	10	20		T3	1			07/06/06			
32	10	21		T3	1			07/06/06			
32	10	22		T3	1			07/06/06			
32	10	23		T3	1			07/06/06			
32	10	24		T3	1			07/06/06			
32	10	25		T3	1			07/06/06			
32	14	01	32-14-1	T3	1	Homo		07/30/06			
32	14	02		T3	1	Homo		07/30/06			
32	14	03		T3	1	Homo		07/30/06			
32	14	04		T3	1	Hetero		07/30/06			
32	14	05		T3	1	Homo		07/30/06			
32	14	06		T3	1	Hetero		07/30/06			
32	14	07		T3	1	Hetero		07/30/06			
32	14	08		T3	1	Homo		07/30/06			
32	14	09		T3	1	Hetero		07/30/06			
32	14	10		T3	1	Hetero		07/30/06			
32	14	11		T3	1	Hetero		07/30/06			
32	14	12		T3	1	Homo		07/30/06			
32	14	13		T3	1			07/30/06			
32	14	14		T3	1			07/30/06			
32	14	15		T3	1			07/30/06			
32	14	16		T3	1			07/30/06			
32	14	17		T3	1			07/30/06			
